O*NET-SOC Code	Task ID	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
35-2011.00	5063	RT	n/a	94.36	55	4.4782	75.5832	98.9072	N	08/2019	Incumbent
35-2011.00	5064	IM	n/a	4.54	54	0.3096	3.9174	5.0000	N	08/2019	Incumbent
35-2011.00	5064	RT	n/a	99.79	56	0.2413	97.9883	99.9774	N	08/2019	Incumbent
35-2011.00	5053	IM	n/a	4.52	55	0.3419	3.8343	5.0000	N	08/2019	Incumbent
35-2011.00	5053	RT	n/a	100.00	56	0.0000	n/a	n/a	N	08/2019	Incumbent
35-2011.00	5061	IM	n/a	4.50	45	0.2718	3.9552	5.0000	N	08/2019	Incumbent
35-2011.00	5061	RT	n/a	96.82	56	2.3282	86.9994	99.2821	N	08/2019	Incumbent
35-2011.00	5066	IM	n/a	4.49	25	0.2597	3.9548	5.0000	N	08/2019	Incumbent
35-2011.00	5066	RT	n/a	80.97	54	10.9245	50.6502	94.6349	N	08/2019	Incumbent
35-2011.00	5057	IM	n/a	4.49	34	0.3157	3.8463	5.0000	N	08/2019	Incumbent
35-2011.00	5057	RT	n/a	94.04	55	4.5766	75.4242	98.7834	N	08/2019	Incumbent
35-2011.00	5056	IM	n/a	4.42	50	0.3190	3.7816	5.0000	N	08/2019	Incumbent
35-2011.00	5056	RT	n/a	99.02	55	0.8518	94.5740	99.8284	N	08/2019	Incumbent
35-2011.00	5071	IM	n/a	4.40	53	0.3194	3.7600	5.0000	N	08/2019	Incumbent
35-2011.00	5071	RT	n/a	98.89	56	1.1725	91.2727	99.8688	N	08/2019	Incumbent
35-2011.00	5060	IM	n/a	4.38	46	0.4149	3.5478	5.0000	N	08/2019	Incumbent
35-2011.00	5060	RT	n/a	96.02	56	2.6009	86.0514	98.9496	N	08/2019	Incumbent
35-2011.00	5069	IM	n/a	4.22	30	0.5251	3.1506	5.0000	N	08/2019	Incumbent
35-2011.00	5069	RT	n/a	82.86	53	13.1143	43.1158	96.8567	N	08/2019	Incumbent
35-2011.00	5067	IM	n/a	4.09	33	0.6151	2.8343	5.0000	N	08/2019	Incumbent
35-2011.00	5067	RT	n/a	94.60	54	3.9669	78.6768	98.8129	N	08/2019	Incumbent
35-2012.00	21148	IM	n/a	4.73	139	0.1373	4.4625	5.0000	N	08/2019	Incumbent
35-2012.00	21148	RT	n/a	98.93	143	0.7958	95.4356	99.7564	N	08/2019	Incumbent
35-2012.00	9488	IM	n/a	4.68	135	0.0565	4.5706	4.7941	N	08/2019	Incumbent
35-2012.00	9488	RT	n/a	96.38	142	1.8098	90.5191	98.6683	N	08/2019	Incumbent
35-2012.00	21149	IM	n/a	4.60	133	0.0587	4.4853	4.7174	N	08/2019	Incumbent
35-2012.00	21149	RT	n/a	92.65	142	3.7291	81.0227	97.3803	N	08/2019	Incumbent
35-2012.00	9491	IM	n/a	4.59	129	0.0893	4.4112	4.7646	N	08/2019	Incumbent
35-2012.00	9491	RT	n/a	85.50	141	6.8715	66.3425	94.6367	N	08/2019	Incumbent
35-2012.00	9487	IM	n/a	4.57	128	0.0977	4.3759	4.7625	N	08/2019	Incumbent
35-2012.00	9487	RT	n/a	85.32	138	6.8665	66.2817	94.5018	N	08/2019	Incumbent
35-2012.00	9486	IM	n/a	4.56	134	0.1138	4.3360	4.7861	N	08/2019	Incumbent
35-2012.00	9486	RT	n/a	97.68	142	1.6485	90.9010	99.4408	N	08/2019	Incumbent
35-2012.00	9489	IM	n/a	4.54	127	0.0630	4.4127	4.6622	N	08/2019	Incumbent
35-2012.00	9489	RT	n/a	94.16	140	2.4976	86.7858	97.5340	N	08/2019	Incumbent
35-2012.00	9493	IM	n/a	4.38	111	0.0931	4.2005	4.5694	N	08/2019	Incumbent
35-2012.00	9493	RT	n/a	73.96	141	5.9711	60.6080	83.9800	N	08/2019	Incumbent
35-2012.00	9495	IM	n/a	4.25	113	0.1162	4.0207	4.4810	N	08/2019	Incumbent
35-2012.00	9495	RT	n/a	85.58	138	4.5301	74.1702	92.4587	N	08/2019	Incumbent
35-2012.00	9496	IM	n/a	4.23	104	0.0884	4.0575	4.4080	N	08/2019	Incumbent
35-2012.00	9496	RT	n/a	75.31	140	6.6072	60.1727	86.0305	N	08/2019	Incumbent
35-2012.00	9499	IM	n/a	4.15	93	0.1077	3.9343	4.3623	N	08/2019	Incumbent
35-2012.00	9499	RT	n/a	71.10	135	7.4077	54.6694	83.3891	N	08/2019	Incumbent
35-2012.00	9494	IM	n/a	3.76	102	0.2497	3.2612	4.2520	N	08/2019	Incumbent
35-2012.00	9494	RT	n/a	68.58	141	5.4412	56.9888	78.2433	N	08/2019	Incumbent
35-2012.00	9490	IM	n/a	4.44	85	0.1324	4.1770	4.7035	N	08/2019	Incumbent
35-2012.00	9490	RT	n/a	59.12	137	5.5566	47.8618	69.5037	N	08/2019	Incumbent
35-2012.00	9498	IM	n/a	4.33	73	0.1058	4.1166	4.5383	N	08/2019	Incumbent
35-2012.00	9498	RT	n/a	57.85	136	8.8154	40.1738	73.7261	N	08/2019	Incumbent
35-2012.00	9497	IM	n/a	4.32	78	0.1546	4.0163	4.6319	N	08/2019	Incumbent
35-2012.00	9497	RT	n/a	53.82	138	5.4069	43.1210	64.1864	N	08/2019	Incumbent
35-2012.00	9492	IM	n/a	4.31	91	0.0917	4.1316	4.4960	N	08/2019	Incumbent
35-2012.00	9492	RT	n/a	64.03	132	6.0581	51.4035	74.9660	N	08/2019	Incumbent
35-2012.00	9500	IM	n/a	3.72	55	0.2308	3.2614	4.1867	N	08/2019	Incumbent
35-2012.00	9500	RT	n/a	35.86	137	5.1131	26.4832	46.4612	N	08/2019	Incumbent
35-2013.00	9503	IM	n/a	4.81	26	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	9503	RT	n/a	100.00	26	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	20896	IM	n/a	4.77	26	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	20896	RT	n/a	100.00	26	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	9501	IM	n/a	4.69	26	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	9501	RT	n/a	100.00	26	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	9502	IM	n/a	4.65	26	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	9502	RT	n/a	100.00	26	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	9504	IM	n/a	4.52	25	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	9504	RT	n/a	96.15	26	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	20897	IM	n/a	4.46	26	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	20897	RT	n/a	100.00	26	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	9505	IM	n/a	4.42	26	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	9505	RT	n/a	100.00	26	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	9508	IM	n/a	4.08	24	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	9508	RT	n/a	96.00	25	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	9506	IM	n/a	4.08	26	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	9506	RT	n/a	100.00	26	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	9509	IM	n/a	3.64	25	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	9509	RT	n/a	96.15	26	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	9507	IM	n/a	3.58	26	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	9507	RT	n/a	100.00	26	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	9510	IM	n/a	3.21	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	9510	RT	n/a	80.00	25	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	9511	IM	n/a	2.18	17	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2013.00	9511	RT	n/a	68.00	25	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
35-2014.00	18723	IM	n/a	4.74	69	0.0850	4.5682	4.9076	N	08/2025	Incumbent
35-2014.00	18723	RT	n/a	96.10	71	3.7422	77.0644	99.4510	N	08/2025	Incumbent
35-2014.00	18722	IM	n/a	4.72	69	0.1206	4.4834	4.9649	N	08/2025	Incumbent
35-2014.00	18722	RT	n/a	92.16	72	4.5055	77.2228	97.6053	N	08/2025	Incumbent
35-2014.00	2173	IM	n/a	4.69	64	0.0964	4.4975	4.8829	N	08/2025	Incumbent
35-2014.00	2173	RT	n/a	99.68	70	0.2490	98.5059	99.9310	N	08/2025	Incumbent
35-2014.00	18724	IM	n/a	4.65	68	0.0971	4.4611	4.8487	N	08/2025	Incumbent
35-2014.00	18724	RT	n/a	99.80	71	0.2087	98.4374	99.9739	N	08/2025	Incumbent
35-2014.00	2170	IM	n/a	4.65	67	0.0825	4.4817	4.8112	N	08/2025	Incumbent
35-2014.00	2170	RT	n/a	99.41	71	0.4603	97.2434	99.8751	N	08/2025	Incumbent
35-2014.00	2180	IM	n/a	4.57	55	0.1461	4.2759	4.8616	N	08/2025	Incumbent
35-2014.00	2180	RT	n/a	72.65	70	7.3893	55.8490	84.7976	N	08/2025	Incumbent
35-2014.00	2176	IM	n/a	4.53	63	0.1461	4.2338	4.8178	N	08/2025	Incumbent
35-2014.00	2176	RT	n/a	95.20	72	3.7410	79.4876	99.0261	N	08/2025	Incumbent
35-2014.00	2172	IM	n/a	4.47	66	0.1545	4.1605	4.7778	N	08/2025	Incumbent
35-2014.00	2172	RT	n/a	95.71	69	3.7637	78.1868	99.2836	N	08/2025	Incumbent
35-2014.00	2169	IM	n/a	4.39	67	0.1240	4.1404	4.6354	N	08/2025	Incumbent
35-2014.00	2169	RT	n/a	100.00	71	0.0000	n/a	n/a	N	08/2025	Incumbent
35-2014.00	2171	IM	n/a	4.37	68	0.0860	4.1957	4.5390	N	08/2025	Incumbent
35-2014.00	2171	RT	n/a	96.63	72	3.2342	79.8293	99.5210	N	08/2025	Incumbent
35-2014.00	2175	IM	n/a	4.30	69	0.1815	3.9371	4.6615	N	08/2025	Incumbent
35-2014.00	2175	RT	n/a	98.27	71	1.7509	87.8994	99.7765	N	08/2025	Incumbent
35-2014.00	2177	IM	n/a	4.15	65	0.2319	3.6906	4.6172	N	08/2025	Incumbent
35-2014.00	2177	RT	n/a	95.99	71	3.3317	80.9869	99.2620	N	08/2025	Incumbent
35-2014.00	2183	IM	n/a	3.94	47	0.4596	3.0169	4.8671	N	08/2025	Incumbent
35-2014.00	2183	RT	n/a	67.58	71	10.8432	43.7218	84.8353	N	08/2025	Incumbent
35-2014.00	2179	IM	n/a	3.73	56	0.1765	3.3810	4.0882	N	08/2025	Incumbent
35-2014.00	2179	RT	n/a	76.66	71	13.6996	41.6342	93.8007	N	08/2025	Incumbent
35-2014.00	2185	IM	n/a	4.11	37	0.2405	3.6215	4.5970	N	08/2025	Incumbent
35-2014.00	2185	RT	n/a	33.91	70	9.6502	17.8526	54.7779	N	08/2025	Incumbent
35-2014.00	2184	IM	n/a	4.08	45	0.1873	3.7035	4.4585	N	08/2025	Incumbent
35-2014.00	2184	RT	n/a	53.17	70	11.5467	31.0402	74.1156	N	08/2025	Incumbent
35-2014.00	2178	IM	n/a	4.04	45	0.2681	3.4978	4.5784	N	08/2025	Incumbent
35-2014.00	2178	RT	n/a	59.54	70	8.8004	41.5231	75.3097	N	08/2025	Incumbent
35-2014.00	2181	IM	n/a	4.00	45	0.1768	3.6475	4.3602	N	08/2025	Incumbent
35-2014.00	2181	RT	n/a	56.22	71	9.2125	37.8427	73.0432	N	08/2025	Incumbent
35-2014.00	2182	IM	n/a	3.55	41	0.2818	2.9794	4.1184	N	08/2025	Incumbent
35-2014.00	2182	RT	n/a	58.83	72	15.9463	27.7719	84.1548	N	08/2025	Incumbent
35-2014.00	2186	IM	n/a	3.46	37	0.4722	2.5064	4.4216	N	08/2025	Incumbent
35-2014.00	2186	RT	n/a	46.82	71	10.5123	27.4978	67.1418	N	08/2025	Incumbent
35-2015.00	2187	IM	n/a	4.83	63	0.0585	4.7120	4.9459	N	08/2025	Incumbent
35-2015.00	2187	RT	n/a	100.00	63	0.0000	n/a	n/a	N	08/2025	Incumbent
35-2015.00	18725	IM	n/a	4.69	61	0.1068	4.4718	4.8990	N	08/2025	Incumbent
35-2015.00	18725	RT	n/a	99.33	63	0.6798	95.0687	99.9120	N	08/2025	Incumbent
35-2015.00	2192	IM	n/a	4.61	51	0.1656	4.2778	4.9432	N	08/2025	Incumbent
35-2015.00	2192	RT	n/a	78.02	62	10.8189	50.1341	92.6129	N	08/2025	Incumbent
35-2015.00	2188	IM	n/a	4.59	57	0.1773	4.2382	4.9485	N	08/2025	Incumbent
35-2015.00	2188	RT	n/a	77.55	64	16.6039	33.9351	95.8727	N	08/2025	Incumbent
35-2015.00	2189	IM	n/a	4.54	59	0.1099	4.3215	4.7615	N	08/2025	Incumbent
35-2015.00	2189	RT	n/a	92.22	62	6.9701	62.9474	98.8055	N	08/2025	Incumbent
35-2015.00	18726	IM	n/a	4.43	60	0.1480	4.1297	4.7220	N	08/2025	Incumbent
35-2015.00	18726	RT	n/a	99.50	63	0.5151	96.1662	99.9369	N	08/2025	Incumbent
35-2015.00	18727	IM	n/a	4.37	64	0.1532	4.0679	4.6802	N	08/2025	Incumbent
35-2015.00	18727	RT	n/a	100.00	64	0.0000	n/a	n/a	N	08/2025	Incumbent
35-2015.00	2190	IM	n/a	4.20	49	0.2433	3.7153	4.6937	N	08/2025	Incumbent
35-2015.00	2190	RT	n/a	68.22	64	15.3940	34.1847	89.8677	N	08/2025	Incumbent
35-2015.00	2191	IM	n/a	4.73	57	0.0833	4.5656	4.8992	N	08/2025	Incumbent
35-2015.00	2191	RT	n/a	64.08	62	16.8151	29.2787	88.4913	N	08/2025	Incumbent
35-2015.00	2194	IM	n/a	3.74	39	0.4440	2.8419	4.6395	N	08/2025	Incumbent
35-2015.00	2194	RT	n/a	60.78	62	14.3673	31.7077	83.7950	N	08/2025	Incumbent
35-2015.00	2195	IM	n/a	3.06	29	0.4992	2.0343	4.0794	N	08/2025	Incumbent
35-2015.00	2195	RT	n/a	30.62	63	11.5669	12.9426	56.7229	N	08/2025	Incumbent
35-2021.00	18728	IM	n/a	4.66	59	0.1483	4.3592	4.9531	N	08/2024	Incumbent
35-2021.00	18728	RT	n/a	100.00	60	0.0000	n/a	n/a	N	08/2024	Incumbent
35-2021.00	2204	IM	n/a	4.62	58	0.1267	4.3693	4.8766	N	08/2024	Incumbent
35-2021.00	2204	RT	n/a	93.92	60	5.5013	69.1987	99.0680	N	08/2024	Incumbent
35-2021.00	18730	IM	n/a	4.55	53	0.1765	4.1929	4.9014	N	08/2024	Incumbent
35-2021.00	18730	RT	n/a	84.78	60	13.2890	41.4994	97.7653	N	08/2024	Incumbent
35-2021.00	2210	IM	n/a	4.46	58	0.1459	4.1632	4.7476	N	08/2024	Incumbent
35-2021.00	2210	RT	n/a	100.00	60	0.0000	n/a	n/a	N	08/2024	Incumbent
35-2021.00	2208	IM	n/a	4.43	58	0.1748	4.0787	4.7787	N	08/2024	Incumbent
35-2021.00	2208	RT	n/a	100.00	60	0.0000	n/a	n/a	N	08/2024	Incumbent
35-2021.00	2197	IM	n/a	4.42	57	0.2133	3.9915	4.8459	N	08/2024	Incumbent
35-2021.00	2197	RT	n/a	100.00	60	0.0000	n/a	n/a	N	08/2024	Incumbent
35-2021.00	2203	IM	n/a	4.41	54	0.2079	3.9979	4.8318	N	08/2024	Incumbent
35-2021.00	2203	RT	n/a	96.15	59	2.6324	85.7469	99.0443	N	08/2024	Incumbent
35-2021.00	18734	IM	n/a	4.35	49	0.2125	3.9192	4.7735	N	08/2024	Incumbent
35-2021.00	18734	RT	n/a	92.88	59	2.9606	84.1884	96.9673	N	08/2024	Incumbent
35-2021.00	18732	IM	n/a	4.33	59	0.1702	3.9900	4.6712	N	08/2024	Incumbent
35-2021.00	18732	RT	n/a	100.00	59	0.0000	n/a	n/a	N	08/2024	Incumbent
35-2021.00	18731	IM	n/a	4.31	48	0.1827	3.9455	4.6806	N	08/2024	Incumbent
35-2021.00	18731	RT	n/a	92.48	58	5.5624	71.2496	98.3899	N	08/2024	Incumbent
35-2021.00	18729	IM	n/a	4.31	44	0.2149	3.8793	4.7462	N	08/2024	Incumbent
35-2021.00	18729	RT	n/a	75.35	58	8.5690	54.8230	88.5052	N	08/2024	Incumbent
35-2021.00	21005	IM	n/a	4.22	54	0.3016	3.6174	4.8273	N	08/2024	Incumbent
35-2021.00	21005	RT	n/a	71.45	59	14.2361	38.2333	91.0045	N	08/2024	Incumbent
35-2021.00	2207	IM	n/a	4.20	51	0.1831	3.8330	4.5684	N	08/2024	Incumbent
35-2021.00	2207	RT	n/a	86.99	59	6.6748	67.2497	95.6085	N	08/2024	Incumbent
35-2021.00	2213	IM	n/a	4.18	49	0.1704	3.8412	4.5264	N	08/2024	Incumbent
35-2021.00	2213	RT	n/a	92.19	60	5.5027	71.8926	98.1976	N	08/2024	Incumbent
35-2021.00	2217	IM	n/a	4.17	55	0.1731	3.8184	4.5127	N	08/2024	Incumbent
35-2021.00	2217	RT	n/a	91.59	58	6.6863	65.6895	98.4127	N	08/2024	Incumbent
35-2021.00	2200	IM	n/a	4.14	47	0.2121	3.7118	4.5656	N	08/2024	Incumbent
35-2021.00	2200	RT	n/a	71.70	57	14.0564	38.7433	91.0293	N	08/2024	Incumbent
35-2021.00	2220	IM	n/a	4.11	53	0.2036	3.7021	4.5192	N	08/2024	Incumbent
35-2021.00	2220	RT	n/a	70.78	58	17.2369	31.3409	92.7802	N	08/2024	Incumbent
35-2021.00	2201	IM	n/a	4.06	54	0.1305	3.7994	4.3227	N	08/2024	Incumbent
35-2021.00	2201	RT	n/a	91.65	59	6.6732	65.7089	98.4335	N	08/2024	Incumbent
35-2021.00	2209	IM	n/a	4.05	52	0.1881	3.6737	4.4290	N	08/2024	Incumbent
35-2021.00	2209	RT	n/a	71.45	59	14.4890	37.6520	91.2097	N	08/2024	Incumbent
35-2021.00	2221	IM	n/a	3.99	41	0.1877	3.6110	4.3699	N	08/2024	Incumbent
35-2021.00	2221	RT	n/a	79.13	59	7.4182	60.6737	90.3080	N	08/2024	Incumbent
35-2021.00	2206	IM	n/a	3.98	55	0.2464	3.4835	4.4714	N	08/2024	Incumbent
35-2021.00	2206	RT	n/a	98.70	59	1.2260	91.8141	99.8057	N	08/2024	Incumbent
35-2021.00	2214	IM	n/a	3.97	43	0.1769	3.6081	4.3221	N	08/2024	Incumbent
35-2021.00	2214	RT	n/a	88.19	58	6.4504	68.3602	96.2692	N	08/2024	Incumbent
35-2021.00	2211	IM	n/a	3.94	39	0.0998	3.7346	4.1386	N	08/2024	Incumbent
35-2021.00	2211	RT	n/a	72.90	58	8.7034	52.6783	86.6620	N	08/2024	Incumbent
35-2021.00	2212	IM	n/a	3.69	55	0.3808	2.9272	4.4539	N	08/2024	Incumbent
35-2021.00	2212	RT	n/a	94.82	59	5.0254	70.2510	99.2999	N	08/2024	Incumbent
35-2021.00	2215	IM	n/a	4.57	42	0.1775	4.2160	4.9329	N	08/2024	Incumbent
35-2021.00	2215	RT	n/a	65.25	60	13.4122	36.5058	85.9829	N	08/2024	Incumbent
35-2021.00	18733	IM	n/a	4.40	15	0.2055	3.9582	4.8399	N	08/2024	Incumbent
35-2021.00	18733	RT	n/a	29.93	58	12.2597	11.6959	57.9286	N	08/2024	Incumbent
35-2021.00	2222	IM	n/a	4.25	50	0.1778	3.8961	4.6109	N	08/2024	Incumbent
35-2021.00	2222	RT	n/a	56.71	60	11.7264	33.4981	77.3091	N	08/2024	Incumbent
35-2021.00	2199	IM	n/a	4.23	41	0.1651	3.8943	4.5617	N	08/2024	Incumbent
35-2021.00	2199	RT	n/a	56.03	59	12.0879	32.3073	77.2877	N	08/2024	Incumbent
35-2021.00	2219	IM	n/a	4.13	41	0.1726	3.7818	4.4793	N	08/2024	Incumbent
35-2021.00	2219	RT	n/a	62.23	60	11.9392	37.3515	81.9896	N	08/2024	Incumbent
35-2021.00	2218	IM	n/a	4.06	29	0.1588	3.7342	4.3847	N	08/2024	Incumbent
35-2021.00	2218	RT	n/a	41.63	59	13.4215	19.1002	68.3024	N	08/2024	Incumbent
35-2021.00	2216	IM	n/a	3.96	40	0.2429	3.4716	4.4540	N	08/2024	Incumbent
35-2021.00	2216	RT	n/a	66.23	59	13.8702	36.1743	87.1571	N	08/2024	Incumbent
35-3011.00	2227	IM	n/a	4.80	62	0.1155	4.5704	5.0000	N	07/2017	Incumbent
35-3011.00	2227	RT	n/a	98.24	64	1.7676	87.8482	99.7690	N	07/2017	Incumbent
35-3011.00	2223	IM	n/a	4.79	55	0.1326	4.5244	5.0000	N	07/2017	Incumbent
35-3011.00	2223	RT	n/a	94.82	65	3.7027	80.2346	98.8039	N	07/2017	Incumbent
35-3011.00	2225	IM	n/a	4.74	51	0.0895	4.5599	4.9195	N	07/2017	Incumbent
35-3011.00	2225	RT	n/a	88.19	63	6.8011	66.9344	96.4940	N	07/2017	Incumbent
35-3011.00	2224	IM	n/a	4.74	64	0.1522	4.4324	5.0000	N	07/2017	Incumbent
35-3011.00	2224	RT	n/a	100.00	64	0.0000	n/a	n/a	N	07/2017	Incumbent
35-3011.00	2230	IM	n/a	4.68	62	0.1208	4.4378	4.9209	N	07/2017	Incumbent
35-3011.00	2230	RT	n/a	100.00	65	0.0000	n/a	n/a	N	07/2017	Incumbent
35-3011.00	2226	IM	n/a	4.62	63	0.1177	4.3800	4.8504	N	07/2017	Incumbent
35-3011.00	2226	RT	n/a	100.00	65	0.0000	n/a	n/a	N	07/2017	Incumbent
35-3011.00	2228	IM	n/a	4.61	64	0.1691	4.2737	4.9496	N	07/2017	Incumbent
35-3011.00	2228	RT	n/a	100.00	64	0.0000	n/a	n/a	N	07/2017	Incumbent
35-3011.00	2229	IM	n/a	4.54	63	0.1713	4.1986	4.8835	N	07/2017	Incumbent
35-3011.00	2229	RT	n/a	100.00	63	0.0000	n/a	n/a	N	07/2017	Incumbent
35-3011.00	2237	IM	n/a	4.49	55	0.1226	4.2423	4.7339	N	07/2017	Incumbent
35-3011.00	2237	RT	n/a	84.52	64	7.4439	63.6553	94.4480	N	07/2017	Incumbent
35-3011.00	18735	IM	n/a	4.46	62	0.1396	4.1803	4.7385	N	07/2017	Incumbent
35-3011.00	18735	RT	n/a	97.99	64	1.7948	88.7343	99.6713	N	07/2017	Incumbent
35-3011.00	2232	IM	n/a	4.39	60	0.2484	3.8910	4.8853	N	07/2017	Incumbent
35-3011.00	2232	RT	n/a	96.14	64	2.7895	84.7273	99.1119	N	07/2017	Incumbent
35-3011.00	2231	IM	n/a	4.33	62	0.1832	3.9589	4.6916	N	07/2017	Incumbent
35-3011.00	2231	RT	n/a	96.60	64	2.6787	84.7664	99.3170	N	07/2017	Incumbent
35-3011.00	2235	IM	n/a	4.03	61	0.1873	3.6604	4.4096	N	07/2017	Incumbent
35-3011.00	2235	RT	n/a	98.05	65	1.7236	89.2520	99.6727	N	07/2017	Incumbent
35-3011.00	2234	IM	n/a	3.83	58	0.1782	3.4761	4.1896	N	07/2017	Incumbent
35-3011.00	2234	RT	n/a	90.60	64	6.7496	66.4170	97.9160	N	07/2017	Incumbent
35-3011.00	2236	IM	n/a	3.81	58	0.2452	3.3185	4.3004	N	07/2017	Incumbent
35-3011.00	2236	RT	n/a	86.43	65	9.7431	54.7829	97.1005	N	07/2017	Incumbent
35-3011.00	2241	IM	n/a	3.42	51	0.2024	3.0165	3.8297	N	07/2017	Incumbent
35-3011.00	2241	RT	n/a	74.93	64	10.4028	49.7086	90.0419	N	07/2017	Incumbent
35-3011.00	2238	IM	n/a	4.39	38	0.1747	4.0333	4.7410	N	07/2017	Incumbent
35-3011.00	2238	RT	n/a	56.90	65	10.6217	35.7177	75.8198	N	07/2017	Incumbent
35-3011.00	2233	IM	n/a	4.11	48	0.2814	3.5437	4.6758	N	07/2017	Incumbent
35-3011.00	2233	RT	n/a	66.15	65	10.0070	44.4535	82.6763	N	07/2017	Incumbent
35-3011.00	2239	IM	n/a	3.63	35	0.3176	2.9800	4.2711	N	07/2017	Incumbent
35-3011.00	2239	RT	n/a	52.75	65	11.6968	30.4178	74.0305	N	07/2017	Incumbent
35-3011.00	2240	IM	n/a	3.13	22	0.5181	2.0557	4.2107	N	07/2017	Incumbent
35-3011.00	2240	RT	n/a	29.47	64	8.2923	15.8434	48.1153	N	07/2017	Incumbent
35-3023.00	23100	IM	n/a	4.41	81	0.1501	4.1120	4.7093	N	08/2025	Incumbent
35-3023.00	23100	RT	n/a	92.05	116	3.5810	81.4535	96.8243	N	08/2025	Incumbent
35-3023.00	23110	IM	n/a	4.41	73	0.1171	4.1726	4.6394	N	08/2025	Incumbent
35-3023.00	23110	RT	n/a	95.38	114	2.0905	88.9689	98.1423	N	08/2025	Incumbent
35-3023.00	23104	IM	n/a	4.37	75	0.1914	3.9916	4.7543	N	08/2025	Incumbent
35-3023.00	23104	RT	n/a	77.43	116	8.4091	56.9428	89.8942	N	08/2025	Incumbent
35-3023.00	23103	IM	n/a	4.33	64	0.2062	3.9144	4.7385	N	08/2025	Incumbent
35-3023.00	23103	RT	n/a	68.65	117	8.5344	49.9575	82.7646	N	08/2025	Incumbent
35-3023.00	23099	IM	n/a	4.31	99	0.1273	4.0608	4.5660	N	08/2025	Incumbent
35-3023.00	23099	RT	n/a	99.55	116	0.1993	98.9206	99.8131	N	08/2025	Incumbent
35-3023.00	23105	IM	n/a	4.18	96	0.2098	3.7628	4.5957	N	08/2025	Incumbent
35-3023.00	23105	RT	n/a	91.41	116	3.8069	80.2872	96.5255	N	08/2025	Incumbent
35-3023.00	23108	IM	n/a	4.16	86	0.1658	3.8346	4.4937	N	08/2025	Incumbent
35-3023.00	23108	RT	n/a	79.05	114	9.3773	55.1354	92.0544	N	08/2025	Incumbent
35-3023.00	23102	IM	n/a	4.15	108	0.1754	3.8049	4.5001	N	08/2025	Incumbent
35-3023.00	23102	RT	n/a	86.59	116	11.6370	47.0025	97.9182	N	08/2025	Incumbent
35-3023.00	23109	IM	n/a	4.14	67	0.2622	3.6209	4.6679	N	08/2025	Incumbent
35-3023.00	23109	RT	n/a	97.15	113	1.2160	93.4551	98.7867	N	08/2025	Incumbent
35-3023.00	23107	IM	n/a	4.13	102	0.1426	3.8425	4.4082	N	08/2025	Incumbent
35-3023.00	23107	RT	n/a	88.47	116	4.2329	77.1323	94.5830	N	08/2025	Incumbent
35-3023.00	23106	IM	n/a	4.06	102	0.1379	3.7843	4.3314	N	08/2025	Incumbent
35-3023.00	23106	RT	n/a	78.28	116	10.9610	50.1273	92.8181	N	08/2025	Incumbent
35-3023.00	23115	IM	n/a	4.04	43	0.2710	3.4913	4.5852	N	08/2025	Incumbent
35-3023.00	23115	RT	n/a	80.68	112	7.2878	62.3140	91.3404	N	08/2025	Incumbent
35-3023.00	23113	IM	n/a	4.00	84	0.2548	3.4955	4.5093	N	08/2025	Incumbent
35-3023.00	23113	RT	n/a	82.82	116	7.5825	62.6517	93.2668	N	08/2025	Incumbent
35-3023.00	23121	IM	n/a	3.89	75	0.1998	3.4956	4.2917	N	08/2025	Incumbent
35-3023.00	23121	RT	n/a	80.66	114	9.0796	56.8298	92.9627	N	08/2025	Incumbent
